0	-0.000311934	-13238.91115
3	-0.000255153	-10829.03665
6	-0.000192657	-8176.634858
9	-0.000128801	-5466.488464
12	-6.22236E-05	-2640.852878
15	-2.72115E-06	-115.4891929
18	5.17019E-05	2194.294665
21	9.56031E-05	4057.520311
24	0.000129436	5493.435943
27	0.000152384	6467.394803
30	0.000163632	6944.750133
33	0.000162906	6913.953015
36	0.000152294	6463.545163
39	0.000133246	5655.120813
42	0.000106125	4504.078523
45	7.45595E-05	3164.403886
48	3.86403E-05	1639.946539
51	9.0705E-08	3.849639764
54	-3.69169E-05	-1566.803384
57	-7.12034E-05	-3021.967214
60	-9.98662E-05	-4238.45338
63	-0.000123722	-5250.908637
66	-0.000138779	-5889.948838
69	-0.000144402	-6128.626504
72	-0.000139051	-5901.497757
75	-0.000121182	-5143.118724
78	-9.35169E-05	-3968.978596
81	-5.32438E-05	-2259.738541
84	-1.45128E-06	-61.59423622
87	5.8414E-05	2479.168008
90	0.000119731	5081.524488
93	0.000189846	8057.296025
96	0.000251797	10686.59998
99	0.000311209	13208.11403
102	0.000363364	15421.65689
105	0.000403909	17142.44587
108	0.000432844	18370.48095
111	0.000449262	19067.26575
114	0.00045289	19221.25134
117	0.000441461	18736.19673
120	0.000417424	17716.04219
123	0.000379963	16126.14097
126	0.000332252	14101.23045
129	0.000273385	11602.81425
132	0.000203451	8634.74199
135	0.000139776	5932.294876
138	6.53983E-05	2775.590269
141	-1.31522E-05	-558.1977657
144	-9.04329E-05	-3838.090844
147	-0.000159641	-6775.365984
150	-0.000227307	-9647.197247
153	-0.000291254	-12361.19328
156	-0.000342502	-14536.23975
159	-0.00038604	-16384.06683
162	-0.000413706	-17558.20696
165	-0.00042849	-18185.69824
168	-0.000432028	-18335.83419
171	-0.000419783	-17816.13283
174	-0.000392843	-16672.78982
177	-0.000356561	-15132.93391
180	-0.000309304	-13127.27159
183	-0.000249529	-10590.35899
186	-0.000185492	-7872.513316
189	-0.000122905	-5216.26188
192	-5.45137E-05	-2313.633498
195	-6.34935E-06	-269.4747834
198	5.95025E-05	2525.363685
201	0.000102497	4350.092933
204	0.00013642	5789.858204
207	0.000158371	6721.471027
210	0.000167986	7129.532842
213	0.00016989	7210.375277
216	0.000159822	6783.065263
219	0.000139414	5916.896317
222	0.000112746	4785.102226
225	8.08182E-05	3430.029029
228	4.50804E-05	1913.270962
231	8.07275E-06	342.617939
234	-2.81186E-05	-1193.388327
237	-6.24957E-05	-2652.401797
240	-9.3154E-05	-3953.580037
243	-0.0001171	-4969.884935
246	-0.000133427	-5662.820092
249	-0.000138325	-5870.700639
252	-0.000134334	-5701.31649
255	-0.000118914	-5046.87773
258	-8.89816E-05	-3776.496608
261	-4.9797E-05	-2113.45223
264	9.0705E-08	3.849639764
267	5.85047E-05	2483.017647
270	0.000124175	5270.156836
273	0.000188485	7999.551429
276	0.00025352	10759.74314
279	0.000314021	13327.45286
282	0.000363818	15440.90509
285	0.000404816	17180.94226
288	0.000433207	18385.87951
291	0.00045035	19113.46143
294	0.000453434	19244.34918
297	0.000441552	18740.04637
300	0.000416789	17689.09471
303	0.000378421	16060.69709
306	0.000331255	14058.88442
309	0.000272296	11556.61857
312	0.000206626	8769.479381
315	0.00013506	5732.113608
318	5.79605E-05	2459.919809
321	-1.38779E-05	-588.9948838
324	-9.13399E-05	-3876.587242
327	-0.000166444	-7064.088966
330	-0.000231479	-9824.280676
333	-0.000292524	-12415.08824
336	-0.000345858	-14678.67642
339	-0.000386403	-16399.46539
342	-0.000417062	-17700.64363
345	-0.000434023	-18420.52627
348	-0.000436835	-18539.8651
351	-0.000424862	-18031.71265
354	-0.000401279	-17030.80631
357	-0.000361006	-15321.56626
360	-0.000313114	-13288.95646
