10	-37.8055275	-1.583991016
18	-32.70166676	-1.593541458
33	-27.44232334	-1.612315615
56	-22.82209904	-1.642474905
100	-17.87577396	-1.698344989
180	-12.92525198	-1.797116662
330	-8.151334806	-1.971852045
560	-4.573053535	-2.19418884
1000	-2.033780427	-2.479973241
1800	-0.719637377	-2.7335626
3300	-0.209544255	-2.911753735
5600	-0.05727207	-3.004870541
10000	-0.000312698	-3.06619443
