63.0013	-6.04	56.68	-10.28	51.65
64.0034	-5.73	54.95	-10.13	50.86
65.0054	-6.43	55.31	-7.82	52.23
66.0066	-1.21	57.01	9.81	52.65
67.0021	26.68	58.49	26.02	52.65
68.0046	48.05	58.21	38.04	55.26
69.0072	60.23	59.79	49.47	53.95
66.5074	17.84	56.65	17.44	53.96
66.7031	20.5	57.73	20.48	52.76
65.5546	-6.06	56.13	-8.48	50.46
65.8051	-5.62	56.83	-2.36	50.42
65.9023	-3.23	56.96	8.49	51.12
66.2031	10.95	55.12	11.46	53.38
70.0084	69.86	60.91	55.96	55.84
72.0059	77.59	63.23	76.28	58.74
75.0108	85.52	61.75	87.63	56.49
