3.1634	-9.84	57.02	-9.46	50.14
3.912	-9.82	58.03	203.7	58.2
4.01	-12.49	55.1	335.3	73.9
4.2117	310.3	74.8	360.6	74.2
4.3097	301.5	74.5	356.2	72.6
4.413	314	75.5	366.6	76.6
4.5109	317.6	76.2	368.4	74.5
4.7116	315.8	75.3	366.8	73.8
5.0107	319.3	73.4	368.4	73.2
5.5111	319.4	77.5	369.2	73.2
2.813	-22.86	72.48	-10.02	53.18
3.0079	-7.72	56.92	-9.84	46.96
3.5087	-9.44	54.28	-12.43	48.53
3.71	-10.51	54.94	-7.11	51.58
3.807	-9.78	54.23	8.01	54.47
3.8569	-8.52	55.4	117.8	58.6
3.961	-9.3	57.38	305.6	59.6
4.0595	-11.35	55.48	346.4	75
4.1074	-8.54	54.37	355.7	73.7
4.163	254	50.6	358	73.6
4.1412	190.3	67.9	357	73.6
4.1191	102.86	46.4	357.9	729
