29.0147	-8.07	55.65	-9.87	52.34
30.0168	-7.73	55.98	-9.93	51.23
31.0122	-9.53	56.12	-9.38	50.12
32.0138	-7.46	55.84	0.27	51.96
33.0162	160.32	65.92	165.42	63.25
33.5168	163.57	67.38	174.65	64.12
34.0173	169.03	66.64	179.81	63.65
36.0154	178.45	66.18	192.56	62.75
37.0178	181.23	66.61	196.2	63.65
32.5157	148.72	66.01	153.96	62.98
32.2153	-8.07	56.59	148.65	61.23
32.0371	-8.54	56.44	11.29	52.13
32.0532	-8.25	56.42	34.18	54.38
32.1235	-8.73	55.84	146.28	61.18
32.4165	24.21	57.43	154.8	63.77
32.4656	82.58	69.01	156.62	60.04
